192.168.1.15		adactin	adactin	555497883	16	4	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:04.9280000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497877	15	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:05.1320000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497886	16	4	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:05.2490000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497896	14	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:05.2590000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497883	15	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:05.3680000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497886	15	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:05.6940000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497877	14	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:05.7640000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497896	16	4	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.0090000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497883	14	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.0150000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497896	15	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.2040000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497886	14	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.2610000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497877	16	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.4160000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497883	16	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.6550000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497896	7	11	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:57.6130000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497877	15	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.6950000	"/HotelApp/"	555497873	home
192.168.1.19		adactin	adactin	555497877	5	13	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:57.9210000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497896	14	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.8040000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.19		adactin	adactin	555497896	8	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.4110000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497886	16	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:06.9620000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497883	5	13	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.4980000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497883	15	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:07.0120000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497896	6	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.5560000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497877	14	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:07.2600000	"/HotelApp/"	555497873	home
192.168.1.19		adactin	adactin	555497886	5	13	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.7970000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497886	15	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:07.3920000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497877	8	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.8690000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497883	14	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:07.5340000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497877	6	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.0410000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497896	16	5	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:07.7220000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497886	14	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:07.8640000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497883	8	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.2130000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497877	16	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:08.2140000	"/HotelApp/"	555497873	home
192.168.1.19		adactin	adactin	555497883	6	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.3580000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497896	15	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:08.4140000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.19		adactin	adactin	555497877	7	12	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.3590000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497883	16	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:08.4740000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497886	8	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.5430000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497896	14	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:08.6790000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.19		adactin	adactin	555497886	6	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.6510000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497886	16	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:08.7480000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497883	7	12	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.6930000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497877	15	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:08.9370000	"/HotelApp/"	555497873	home
192.168.1.19		adactin	adactin	555497896	5	13	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:59.7480000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497877	14	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:09.1020000	"/HotelApp/"	555497873	home
192.168.1.19		adactin	adactin	555497886	7	12	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:00.2010000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497883	15	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:09.6360000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497877	5	14	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:00.4300000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497883	14	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:09.7120000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497896	8	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:00.6880000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.15		adactin	adactin	555497896	16	6	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:09.8210000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.19		adactin	adactin	555497896	6	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:00.7080000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.19		adactin	adactin	555497883	5	14	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:00.7840000	"/HotelApp/"	555497875	Login
192.168.1.15		adactin	adactin	555497886	15	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:10.0630000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497886	5	14	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:01.6690000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.15		adactin	adactin	555497886	14	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:10.1310000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497877	8	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:01.8360000	"/HotelApp/"	555497873	home
192.168.1.15		adactin	adactin	555497877	16	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:10.2480000	"/HotelApp/"	555497873	home
192.168.1.19		adactin	adactin	555497877	6	9	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:01.8770000	"/HotelApp/"	555497873	home
192.168.1.19		adactin	adactin	555497896	7	12	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:02.0240000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.19		adactin	adactin	555497883	6	9	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:02.3560000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497883	8	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:02.3560000	"/HotelApp/"	555497875	Login
192.168.1.19		adactin	adactin	555497886	8	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:02.7270000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497886	6	9	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:02.7490000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.19		adactin	adactin	555497877	7	13	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:40:02.7970000	"/HotelApp/"	555497873	home
192.168.1.9		adactin	adactin	555497886	12	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:57.6480000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.9		adactin	adactin	555497886	9	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:57.7430000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.9		adactin	adactin	555497877	11	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:57.8280000	"/HotelApp/"	555497873	home
192.168.1.9		adactin	adactin	555497877	10	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.0470000	"/HotelApp/"	555497873	home
192.168.1.9		adactin	adactin	555497883	11	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.1990000	"/HotelApp/"	555497875	Login
192.168.1.9		adactin	adactin	555497883	10	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.3420000	"/HotelApp/"	555497875	Login
192.168.1.8		adactin	adactin	555497896	4	11	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:57.0580000	"/HotelApp/Logout.php"	555497884	Logout
192.168.1.8		adactin	adactin	555497877	2	13	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:57.2710000	"/HotelApp/"	555497873	home
192.168.1.9		adactin	adactin	555497886	11	7	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.4400000	"/HotelApp/SearchHotel.php"	555497875	Login
192.168.1.9		adactin	adactin	555497886	10	8	700	"The underlying connection was closed: The connection was closed unexpectedly."	2017-09-25 06:39:58.5800000	"/HotelApp/SearchHotel.php"	555497875	Login
